C1,C3,bq,likelihood
-0.08136000000000002,-0.28104,0.6409892,-102.27587235579138
-0.07511999999999999,-0.28104,0.6409892,-102.27587235579138
-0.06888,-0.28104,0.6409892,-102.27587235579138
-0.06263999999999997,-0.28104,0.6409892,-102.27587235579138
-0.05639999999999998,-0.28104,0.6409892,-102.27587235579138
-0.05015999999999998,-0.28104,0.6409892,-102.27587235579138
-0.043920000000000015,-0.28104,0.6409892,-102.27587235579138
-0.03767999999999999,-0.28104,0.6409892,-102.27587235579138
-0.03143999999999997,-0.28104,0.6409892,-102.27587235579138
-0.0252,-0.28104,0.6409892,-102.27587235579138
-0.018959999999999977,-0.28104,0.6409892,-102.27587235579138
-0.012720000000000009,-0.28104,0.6409892,-102.27587235579138
-0.006479999999999986,-0.28104,0.6409892,-102.27587235579138
-0.00024000000000001798,-0.28104,0.6409892,-102.27587235579138
-0.306,-0.2748,0.6409892,-22.89832384613019
-0.29975999999999997,-0.2748,0.6409892,-21.872085272129457
-0.29352,-0.2748,0.6409892,-20.72159414914676
-0.28728,-0.2748,0.6409892,-19.51819503214684
-0.28104,-0.2748,0.6409892,-18.362761826840444
-0.2748,-0.2748,0.6409892,-17.370600034300207
-0.26856,-0.2748,0.6409892,-16.666763643532608
-0.26232,-0.2748,0.6409892,-16.378061505048898
-0.25608,-0.2748,0.6409892,-16.650193932516657
-0.24984,-0.2748,0.6409892,-17.61469436364215
-0.24359999999999998,-0.2748,0.6409892,-19.40633528665332
-0.23736,-0.2748,0.6409892,-22.1591878656372
-0.23112,-0.2748,0.6409892,-26.000387417465138
-0.22488,-0.2748,0.6409892,-31.052199589467296
-0.21864,-0.2748,0.6409892,-37.437970958756
-0.21239999999999998,-0.2748,0.6409892,-45.25082627454783
-0.20616,-0.2748,0.6409892,-54.604411366696354
-0.19992,-0.2748,0.6409892,-65.70692868696449
-0.19368000000000002,-0.2748,0.6409892,-79.60177293028407
-0.18744,-0.2748,0.6409892,-98.03163307066205
-0.18119999999999997,-0.2748,0.6409892,-102.27587235579138
-0.17496,-0.2748,0.6409892,-102.27587235579138
-0.16871999999999998,-0.2748,0.6409892,-102.27587235579138
-0.16247999999999999,-0.2748,0.6409892,-102.27587235579138
-0.15624,-0.2748,0.6409892,-102.27587235579138
-0.15,-0.2748,0.6409892,-102.27587235579138
-0.14376,-0.2748,0.6409892,-102.27587235579138
-0.13751999999999998,-0.2748,0.6409892,-102.27587235579138
-0.13127999999999998,-0.2748,0.6409892,-102.27587235579138
-0.12504,-0.2748,0.6409892,-102.27587235579138
-0.11879999999999999,-0.2748,0.6409892,-102.27587235579138
-0.11256,-0.2748,0.6409892,-102.27587235579138
-0.10632,-0.2748,0.6409892,-102.27587235579138
-0.10007999999999997,-0.2748,0.6409892,-102.27587235579138
-0.09383999999999998,-0.2748,0.6409892,-102.27587235579138
-0.08760000000000001,-0.2748,0.6409892,-102.27587235579138
-0.08136000000000002,-0.2748,0.6409892,-102.27587235579138
-0.07511999999999999,-0.2748,0.6409892,-102.27587235579138
-0.06888,-0.2748,0.6409892,-102.27587235579138
-0.06263999999999997,-0.2748,0.6409892,-102.27587235579138
-0.05639999999999998,-0.2748,0.6409892,-102.27587235579138
-0.05015999999999998,-0.2748,0.6409892,-102.27587235579138
-0.043920000000000015,-0.2748,0.6409892,-102.27587235579138
-0.03767999999999999,-0.2748,0.6409892,-102.27587235579138
-0.03143999999999997,-0.2748,0.6409892,-102.27587235579138
-0.0252,-0.2748,0.6409892,-102.27587235579138
-0.018959999999999977,-0.2748,0.6409892,-102.27587235579138
-0.012720000000000009,-0.2748,0.6409892,-102.27587235579138
-0.006479999999999986,-0.2748,0.6409892,-102.27587235579138
-0.00024000000000001798,-0.2748,0.6409892,-102.27587235579138
-0.306,-0.26856,0.6409892,-20.345492245183753
-0.29975999999999997,-0.26856,0.6409892,-19.568137433595368
-0.29352,-0.26856,0.6409892,-18.58875919218053
-0.28728,-0.26856,0.6409892,-17.467398083517054
-0.28104,-0.26856,0.6409892,-16.28628412489664
-0.2748,-0.26856,0.6409892,-15.145180813565473
-0.26856,-0.26856,0.6409892,-14.153120846274266
-0.26232,-0.26856,0.6409892,-13.444712919756482
-0.25608,-0.26856,0.6409892,-13.146478675763955
-0.24984,-0.26856,0.6409892,-13.393061737902144
-0.24359999999999998,-0.26856,0.6409892,-14.322660223718222
-0.23736,-0.26856,0.6409892,-16.070152118829053
-0.23112,-0.26856,0.6409892,-18.768556503006295
-0.22488,-0.26856,0.6409892,-22.55406199584735
-0.21864,-0.26856,0.6409892,-27.53308335055046
-0.21239999999999998,-0.26856,0.6409892,-33.82945801776552
-0.20616,-0.26856,0.6409892,-41.5529426524114
-0.19992,-0.26856,0.6409892,-50.808847900409305
-0.19368000000000002,-0.26856,0.6409892,-61.786291919368495
-0.18744,-0.26856,0.6409892,-75.43526597680716
-0.18119999999999997,-0.26856,0.6409892,-93.49998592469207
-0.17496,-0.26856,0.6409892,-102.27587235579138
-0.16871999999999998,-0.26856,0.6409892,-102.27587235579138
-0.16247999999999999,-0.26856,0.6409892,-102.27587235579138
-0.15624,-0.26856,0.6409892,-102.27587235579138
-0.15,-0.26856,0.6409892,-102.27587235579138
-0.14376,-0.26856,0.6409892,-102.27587235579138
-0.13751999999999998,-0.26856,0.6409892,-102.27587235579138
-0.13127999999999998,-0.26856,0.6409892,-102.27587235579138
-0.12504,-0.26856,0.6409892,-102.27587235579138
-0.11879999999999999,-0.26856,0.6409892,-102.27587235579138
-0.11256,-0.26856,0.6409892,-102.27587235579138
-0.10632,-0.26856,0.6409892,-102.27587235579138
-0.10007999999999997,-0.26856,0.6409892,-102.27587235579138
-0.09383999999999998,-0.26856,0.6409892,-102.27587235579138
-0.08760000000000001,-0.26856,0.6409892,-102.27587235579138
-0.08136000000000002,-0.26856,0.6409892,-102.27587235579138
-0.07511999999999999,-0.26856,0.6409892,-102.27587235579138
-0.06888,-0.26856,0.6409892,-102.27587235579138
-0.06263999999999997,-0.26856,0.6409892,-102.27587235579138
-0.05639999999999998,-0.26856,0.6409892,-102.27587235579138
-0.05015999999999998,-0.26856,0.6409892,-102.27587235579138
-0.043920000000000015,-0.26856,0.6409892,-102.27587235579138
-0.03767999999999999,-0.26856,0.6409892,-102.27587235579138
-0.03143999999999997,-0.26856,0.6409892,-102.27587235579138
-0.0252,-0.26856,0.6409892,-102.27587235579138
-0.018959999999999977,-0.26856,0.6409892,-102.27587235579138
-0.012720000000000009,-0.26856,0.6409892,-102.27587235579138
-0.006479999999999986,-0.26856,0.6409892,-102.27587235579138
-0.00024000000000001798,-0.26856,0.6409892,-102.27587235579138
-0.306,-0.26232,0.6409892,-17.651643386768573
-0.29975999999999997,-0.26232,0.6409892,-17.153007794178432
-0.29352,-0.26232,0.6409892,-16.414176114520544
-0.28728,-0.26232,0.6409892,-15.469436672208777
-0.28104,-0.26232,0.6409892,-14.377471823759087
-0.2748,-0.26232,0.6409892,-13.213680812949212
-0.26856,-0.26232,0.6409892,-12.086809585214354
-0.26232,-0.26232,0.6409892,-11.105052543845966
-0.25608,-0.26232,0.6409892,-10.391583320708799
-0.24984,-0.26232,0.6409892,-10.079101356928046
-0.24359999999999998,-0.26232,0.6409892,-10.302047911466616
-0.23736,-0.26232,0.6409892,-11.19728645362489
-0.23112,-0.26232,0.6409892,-12.908491313691522
-0.22488,-0.26232,0.6409892,-15.55264984968408
-0.21864,-0.26232,0.6409892,-19.2663369785887
-0.21239999999999998,-0.26232,0.6409892,-24.172620966216886
-0.20616,-0.26232,0.6409892,-30.387671894669666
-0.19992,-0.26232,0.6409892,-38.02500000604323
-0.19368000000000002,-0.26232,0.6409892,-47.18350102808974
-0.18744,-0.26232,0.6409892,-58.033786130641914
-0.18119999999999997,-0.26232,0.6409892,-71.44661495700448
-0.17496,-0.26232,0.6409892,-89.15559339284844
-0.16871999999999998,-0.26232,0.6409892,-102.27587235579138
-0.16247999999999999,-0.26232,0.6409892,-102.27587235579138
-0.15624,-0.26232,0.6409892,-102.27587235579138
-0.15,-0.26232,0.6409892,-102.27587235579138
-0.14376,-0.26232,0.6409892,-102.27587235579138
-0.13751999999999998,-0.26232,0.6409892,-102.27587235579138
-0.13127999999999998,-0.26232,0.6409892,-102.27587235579138
-0.12504,-0.26232,0.6409892,-102.27587235579138
-0.11879999999999999,-0.26232,0.6409892,-102.27587235579138
-0.11256,-0.26232,0.6409892,-102.27587235579138
-0.10632,-0.26232,0.6409892,-102.27587235579138
-0.10007999999999997,-0.26232,0.6409892,-102.27587235579138
-0.09383999999999998,-0.26232,0.6409892,-102.27587235579138
-0.08760000000000001,-0.26232,0.6409892,-102.27587235579138
-0.08136000000000002,-0.26232,0.6409892,-102.27587235579138
-0.07511999999999999,-0.26232,0.6409892,-102.27587235579138
-0.06888,-0.26232,0.6409892,-102.27587235579138
-0.06263999999999997,-0.26232,0.6409892,-102.27587235579138
-0.05639999999999998,-0.26232,0.6409892,-102.27587235579138
-0.05015999999999998,-0.26232,0.6409892,-102.27587235579138
-0.043920000000000015,-0.26232,0.6409892,-102.27587235579138
-0.03767999999999999,-0.26232,0.6409892,-102.27587235579138
-0.03143999999999997,-0.26232,0.6409892,-102.27587235579138
-0.0252,-0.26232,0.6409892,-102.27587235579138
-0.018959999999999977,-0.26232,0.6409892,-102.27587235579138
-0.012720000000000009,-0.26232,0.6409892,-102.27587235579138
-0.006479999999999986,-0.26232,0.6409892,-102.27587235579138
-0.00024000000000001798,-0.26232,0.6409892,-102.27587235579138
-0.306,-0.25608,0.6409892,-14.791160058460509
-0.29975999999999997,-0.25608,0.6409892,-14.580792464139364
-0.29352,-0.25608,0.6409892,-14.122457696799826
-0.28728,-0.25608,0.6409892,-13.421890069441
-0.28104,-0.25608,0.6409892,-12.506602332543899
-0.2748,-0.25608,0.6409892,-11.443758684316244
-0.26856,-0.25608,0.6409892,-10.307354508366695
-0.26232,-0.25608,0.6409892,-9.194124743575038
-0.25608,-0.25608,0.6409892,-8.217925822815285
-0.24984,-0.25608,0.6409892,-7.501251790359692
-0.24359999999999998,-0.25608,0.6409892,-7.175058199809104
-0.23736,-0.25608,0.6409892,-7.382244815127749
-0.23112,-0.25608,0.6409892,-8.243358625737336
-0.22488,-0.25608,0.6409892,-9.902215577465036
-0.21864,-0.25608,0.6409892,-12.492251598565966
-0.21239999999999998,-0.25608,0.6409892,-16.142250570971797
-0.20616,-0.25608,0.6409892,-20.979078617030712
-0.19992,-0.25608,0.6409892,-27.1129797937278
-0.19368000000000002,-0.25608,0.6409892,-34.65781440531528
-0.18744,-0.25608,0.6409892,-43.71914298652335
-0.18119999999999997,-0.25608,0.6409892,-54.44894831656403
-0.17496,-0.25608,0.6409892,-67.63869640465784
-0.16871999999999998,-0.25608,0.6409892,-84.9994392935251
-0.16247999999999999,-0.25608,0.6409892,-102.27587235579138
-0.15624,-0.25608,0.6409892,-102.27587235579138
-0.15,-0.25608,0.6409892,-102.27587235579138
-0.14376,-0.25608,0.6409892,-102.27587235579138
-0.13751999999999998,-0.25608,0.6409892,-102.27587235579138
-0.13127999999999998,-0.25608,0.6409892,-102.27587235579138
-0.12504,-0.25608,0.6409892,-102.27587235579138
-0.11879999999999999,-0.25608,0.6409892,-102.27587235579138
-0.11256,-0.25608,0.6409892,-102.27587235579138
-0.10632,-0.25608,0.6409892,-102.27587235579138
-0.10007999999999997,-0.25608,0.6409892,-102.27587235579138
-0.09383999999999998,-0.25608,0.6409892,-102.27587235579138
-0.08760000000000001,-0.25608,0.6409892,-102.27587235579138
-0.08136000000000002,-0.25608,0.6409892,-102.27587235579138
-0.07511999999999999,-0.25608,0.6409892,-102.27587235579138
-0.06888,-0.25608,0.6409892,-102.27587235579138
-0.06263999999999997,-0.25608,0.6409892,-102.27587235579138
-0.05639999999999998,-0.25608,0.6409892,-102.27587235579138
-0.05015999999999998,-0.25608,0.6409892,-102.27587235579138
-0.043920000000000015,-0.25608,0.6409892,-102.27587235579138
-0.03767999999999999,-0.25608,0.6409892,-102.27587235579138
-0.03143999999999997,-0.25608,0.6409892,-102.27587235579138
-0.0252,-0.25608,0.6409892,-102.27587235579138
-0.018959999999999977,-0.25608,0.6409892,-102.27587235579138
-0.012720000000000009,-0.25608,0.6409892,-102.27587235579138
-0.006479999999999986,-0.25608,0.6409892,-102.27587235579138
-0.00024000000000001798,-0.25608,0.6409892,-102.27587235579138
-0.306,-0.24984,0.6409892,-11.785281685769512
-0.29975999999999997,-0.24984,0.6409892,-11.840553221201322
-0.29352,-0.24984,0.6409892,-11.67006792334379
-0.28728,-0.24984,0.6409892,-11.246114214691966
-0.28104,-0.24984,0.6409892,-10.583280678822776
-0.2748,-0.24984,0.6409892,-9.70729690161754
-0.26856,-0.24984,0.6409892,-8.672800003348438
-0.26232,-0.24984,0.6409892,-7.558888057790717
-0.25608,-0.24984,0.6409892,-6.461063383198562
-0.24984,-0.24984,0.6409892,-5.490888915274216
-0.24359999999999998,-0.24984,0.6409892,-4.778848121835651
-0.23736,-0.24984,0.6409892,-4.439177980428196
-0.23112,-0.24984,0.6409892,-4.614570079887296
-0.22488,-0.24984,0.6409892,-5.441722503964968
-0.21864,-0.24984,0.6409892,-7.056416056579921
-0.21239999999999998,-0.24984,0.6409892,-9.59567356451193
-0.20616,-0.24984,0.6409892,-13.182233170192838
-0.19992,-0.24984,0.6409892,-17.943326268051386
-0.19368000000000002,-0.24984,0.6409892,-23.996252221238798
-0.18744,-0.24984,0.6409892,-31.451592158252257
-0.18119999999999997,-0.24984,0.6409892,-40.41925258658709
-0.17496,-0.24984,0.6409892,-51.03273718952421
-0.16871999999999998,-0.24984,0.6409892,-64.00264279260915
-0.16247999999999999,-0.24984,0.6409892,-81.02158136238207
-0.15624,-0.24984,0.6409892,-102.27587235579138
-0.15,-0.24984,0.6409892,-102.27587235579138
-0.14376,-0.24984,0.6409892,-102.27587235579138
