aq,fast_likelihood_quarks.yaml,fast_likelihood_leptons.yaml,likelihood_ewpt.yaml,likelihood_eeww.yaml,likelihood_lept.yaml,likelihood_rd_rds.yaml,likelihood_lfu_fccc.yaml,likelihood_lfu_fcnc.yaml,likelihood_bcpv.yaml,likelihood_bqnunu.yaml,likelihood_lfv.yaml,likelihood_zlfv.yaml,likelihood_higgs.yaml,global
-0.08877551020408163,5.382808078880998,-0.6824740702843854,-0.06384944499974665,-0.00011247098452926707,-8.498765704523237e-07,13.942184065535963,-0.0378611016973025,-5.471047736249771,0.0038940773635882664,1.1977428834223893,-0.1973499850472713,-2.8214113978464184e-06,0.00012920865683341276,14.0740598333088
-0.08265306122448979,6.384687729163716,-0.7015562074064547,-0.06398277420656129,-0.00011228300990495654,-8.504849234869383e-07,13.94516089140993,-0.037449805556306615,-5.479883895820219,0.004077421132738124,1.197703602964193,-0.1978220685293568,-2.8214062091080905e-06,0.000128017399042335,15.050946955649684
-0.07653061224489796,6.921745239084657,-0.7207389541756299,-0.06410811222209034,-0.00011210620521850956,-8.510571315456517e-07,13.948241348190015,-0.037037029639627406,-5.4881372465456,0.004262836295387373,1.1976184657054407,-0.19826169728732523,-2.8214013862992715e-06,0.00012691044309320887,15.563595981184584
-0.07040816326530612,7.107277460284422,-0.7400186311514574,-0.06422542595112901,-0.00011194061231378782,-8.515930598473886e-07,13.951420864071872,-0.036622826695491995,-5.495805187872119,0.004450315260630333,1.1974875456081282,-0.19866859429599337,-2.8213969258672478e-06,0.00012588807764046805,15.725305793734204
-0.06428571428571428,7.042878643872427,-0.759391496998731,-0.06433468449640856,-0.00011178627022800924,-8.520925811605906e-07,13.954694334774917,-0.03620725002755876,-5.502884810124728,0.004639849879350955,1.1973098627493322,-0.19904250242582044,-2.8213928366938035e-06,0.00012495056978778507,15.637671438016921
-0.05816326530612245,6.818110283931446,-0.7788537504565198,-0.06443585922389161,-0.00011164321515977349,-8.525555801330853e-07,13.958055582827225,-0.035790353470893876,-5.50937304742887,0.004831431446298495,1.1970853526824872,-0.19938318477329453,-2.821389115226225e-06,0.00012409816488556658,15.390255236539018
-0.05204081632653061,6.510200971145423,-0.7984015323723312,-0.06452892374711183,-0.00011151148048682558,-8.529819468527933e-07,13.961499367974188,-0.03537219136942582,-5.5152673356728545,0.005025050702468725,1.1968142150357135,-0.19969042496781597,-2.821385761464512e-06,0.00012333108643858282,15.060287341966497
-0.04591836734693877,6.183777208315405,-0.8180309277926199,-0.0646138539576313,-0.00011139109650670775,-8.533715836200884e-07,13.96501918528419,-0.03495281855430932,-5.520565583736975,0.005220697837754251,1.1964964938218223,-0.19996402745405817,-2.821382778961379e-06,0.00012264953591056837,14.712393957448619
-0.039795918367346944,5.890626098011126,-0.8377379681219139,-0.06469062805586745,-0.00011128209091637586,-8.53724402505307e-07,13.968609074915687,-0.03453229031791949,-5.525265673206155,0.005418362493929685,1.1961318949972153,-0.20020381774874174,-2.821380167716825e-06,0.00012205369260698262,14.39836214946448
-0.0336734693877551,5.669490686615518,-0.8575186333365679,-0.06475922654077237,-0.0001111844881016566,-8.540403216850123e-07,13.972262858711005,-0.03411066239234373,-5.529365387253229,0.005618033767876618,1.1957207851758582,-0.2004096426710067,-2.8213779277308504e-06,0.00012154371358619187,14.156935495883573
-0.027551020408163263,5.54589866409151,-0.8773688542538736,-0.06481963224335985,-0.00011109830983357938,-8.543192729915106e-07,13.975973223865914,-0.0336879909225587,-5.532863275455542,0.005819700215157653,1.195263199401234,-0.20058137054551395,-2.821376060779812e-06,0.00012111973349604455,14.013640009881295
-0.021428571428571436,5.532025027367581,-0.8972845148585691,-0.06487183032866284,-0.00011102357478876002,-8.545611946964016e-07,13.979733539276614,-0.033264332443621925,-5.535757774574105,0.0060233498538035946,1.1947591359418137,-0.20071889137756038,-2.8213745668637102e-06,0.00012078186451702777,13.98064979121126
-0.015306122448979581,5.626589192282609,-0.9172614546756463,-0.06491580830583388,-0.0001109602986275604,-8.5476603639556e-07,13.983536999253724,-0.03283974385482935,-5.538047818568019,0.006228970168436376,1.1942086078264058,-0.20082211699967623,-2.8213734477589014e-06,0.00012053019633029294,14.056682720885387
-0.009183673469387754,5.816053349753929,-0.9372954711951991,-0.06495155603636249,-0.00011090849407224823,-8.549337568997117e-07,13.987376258935816,-0.03241428239456212,-5.539733399695415,0.006436548114642449,1.1936117694388173,-0.20089098118911153,-2.821372698136315e-06,0.00012036479598620531,14.228198015728013
-0.0030612244897959273,6.069535734548936,-0.9573823223432214,-0.06497906574515966,-0.00011086817095673496,-8.550643250115897e-07,13.991243730389307,-0.0319880056143802,-5.540813662222561,0.006646070123599301,1.1929687659989732,-0.20092543975589017,-2.821372325101379e-06,0.00012028570787947501,14.464311546479875
0.0030612244897959273,6.346376400324743,-0.977517728994016,-0.0649983320181704,-0.00011083933599209672,-8.551577184157111e-07,13.995131472427792,-0.031560971352149636,-5.541286613796791,0.0068575221070013015,1.1922797362587776,-0.20092547060114008,-2.821372325101379e-06,0.00012029295379178961,14.724361791443805
0.009183673469387754,6.589841979588073,-0.9976973775216251,-0.06500935182362966,-0.0001108219928589449,-8.552139241224666e-07,13.999031941712262,-0.0311332377086444,-5.541152036676552,0.007070889462191587,1.1915444901591616,-0.2008910737455043,-2.821372698136315e-06,0.00012038653274615285,14.951612111398997
0.015306122448979581,6.733650367785685,-1.017916922393212,-0.0650121244825499,-0.0001108161424205889,-8.552329416877669e-07,14.002936732957455,-0.0307048630185065,-5.540409948668525,0.007286157077604827,1.1907630074907818,-0.20082227132758845,-2.8213734477589014e-06,0.00012056642112057148,15.079776209093456
0.021428571428571436,6.694302499011883,-1.0381719887909355,-0.06500665169542685,-0.00011082178241750285,-8.552147763296603e-07,14.006837909413754,-0.030275905824808547,-5.539060603148339,0.007503309338381392,1.1899356309222124,-0.20071910757254585,-2.8213745668637102e-06,0.00012083257263384439,15.02535142585505
0.027551020408163263,6.376397989906536,-1.0584581752686972,-0.06499293752446533,-0.00011083890759522319,-8.551594462558043e-07,14.01072719476774,-0.029846424851790232,-5.537106253017626,0.007722330132263977,1.1890624592579204,-0.20058164873087136,-2.821376060779812e-06,0.00012118491832069367,14.692931204146229
0.03367346938775509,5.67152300048383,-1.0787710564359045,-0.06497098840903703,-0.00011086750975053405,-8.550669773343955e-07,14.014595881976874,-0.02941647897903721,-5.53454726874685,0.007943202855689613,1.1881446978598689,-0.20040998298782142,-2.8213779277308504e-06,0.00012162336665966222,13.974098087029619
0.039795918367346944,4.458462317361864,-1.0991061856675088,-0.06494081313625344,-0.00011090757766751835,-8.549374060917714e-07,14.018435355448519,-0.028986127212910162,-5.531383989369804,0.008165910420086853,1.1871818779693601,-0.2002042203437142,-2.821380167716825e-06,0.00012214780359443012,12.747631689377991
0.04591836734693877,2.603445029256136,-1.1194590978324257,-0.06490242284887415,-0.00011095909719927022,-8.547707786021874e-07,14.02223697806905,-0.028555428661171334,-5.527617606543949,0.008390435258381679,1.1861735102849646,-0.1999644924657069,-2.821382778961379e-06,0.00012275809255868353,10.879755027358206
0.0520408163265306,-0.039576911911126444,-1.1398253120450192,-0.0648558310360059,-0.00011102205119328801,-8.545671499327057e-07,14.02599186822401,-0.02812444250440649,-5.523249630186939,0.008616759331657953,1.1851198753932124,-0.1996909525116184,-2.821385761464512e-06,0.0001234540746892776,8.22441417882435
0.05816326530612245,-3.628617977175736,-1.160200334426463,-0.06480105352185461,-0.0001110964195163433,-8.54326585031373e-07,14.029690943355758,-0.027693227970083,-5.518281629368447,0.008844864136022146,1.1840211015280495,-0.19938377492650972,-2.821389115226225e-06,0.00012423556878360387,4.623588375064304
0.06428571428571428,-8.333317075570449,-1.1805796608845327,-0.06473810844838113,-0.00011118217912553519,-8.540491596153998e-07,14.033324325663795,-0.027261844304767635,-5.512715851610729,0.009074730709534684,1.1828774033641576,-0.19904315521280402,-2.8213928366938035e-06,0.0001251023715482802,-0.09236899154374978
0.0704081632653061,-14.334617085323089,-1.2009587798953092,-0.06466701626488813,-0.00011127930412158094,-8.537349561743568e-07,14.036883407528713,-0.02683035074728224,-5.506554263890552,0.009306339639363337,1.181688821892287,-0.19866930967489438,-2.8213969258672478e-06,0.00012605425762401978,-6.104407136914031
0.07653061224489796,-21.82415662210667,-1.2213331752960102,-0.06458779972852113,-0.00011138776552854779,-8.533840692992456e-07,14.040359127926013,-0.02639880649972781,-5.499799153573987,0.009539671068917954,1.1804557388779937,-0.19826247513919348,-2.8214013862992715e-06,0.00012709097979879402,-13.60417146604237
0.08265306122448979,-31.004149341450443,-1.2416983290765984,-0.06450048385074325,-0.00011150753169175687,-8.529966007975176e-07,14.043741783405757,-0.02596727070412186,-5.492453141389506,0.009774704705151294,1.1791783011621249,-0.19782290865072838,-2.8214062091080905e-06,0.00012821226916059913,-22.793883655514446
0.08877551020408161,-42.0867219455921,-1.2620497241701543,-0.06440509592181343,-0.00011163856792606452,-8.525726635788544e-07,14.047021753830197,-0.02553580241283271,-5.4845194375636925,0.010011419825817214,1.1778564776364462,-0.19735088714736548,-2.8214113978464184e-06,0.00012941783525022288,-33.88567913623224
0.09489795918367347,-55.29348309961085,-1.2823828472399654,-0.06430166546538629,-0.00011178083675389416,-8.521123783244988e-07,14.050189843295486,-0.02510446056202653,-5.47600039581444,0.010249795286775054,1.1764904015214466,-0.1968467071130302,-2.8214169507378983e-06,0.0001307073662530911,-47.10117388270182
0.10102040816326532,-70.85501689728994,-1.302693191459504,-0.06419022421258092,-0.00011193429793010523,-8.516158753746339e-07,14.053235349132615,-0.02467330394559042,-5.46689952958476,0.01048980952923273,1.1750828126061759,-0.19631068421104914,-2.8214228660061735e-06,0.0001320805292301941,-62.67095938624284
0.10714285714285712,-89.01035348358312,-1.322976259279102,-0.06407080610875227,-0.00011209890835672809,-8.510832957275838e-07,14.056149492599054,-0.02424239118858651,-5.457220826978805,0.010731440586903673,1.1736321217439176,-0.19574315289909983,-2.821429141874887e-06,0.00013353697027085332,-80.83407609955812
0.11326530612244898,-110.00641833010798,-1.3432275651787933,-0.06394344725292456,-0.00011227462217533457,-8.505147854886985e-07,14.058922531336018,-0.02381178072025847,-5.44696825286983,0.010974666093028773,1.17213834434172,-0.1951444660271342,-2.8214357765676823e-06,0.00013507631478404392,-101.83745917064408
0.11938775510204083,-134.09746170897301,-1.3634426384052745,-0.06380818589896009,-0.00011246139083098683,-8.499105030868037e-07,14.061544830438852,-0.02338153074935434,-5.436144913348302,0.011219463287213571,1.1706013182887816,-0.1945149944197091,-2.821442770084559e-06,0.0001366981677080048,-125.93536779435614
0.12551020408163263,-161.54446995392152,-1.3836170256875562,-0.06366506241687375,-0.00011265916305092105,-8.492706138341077e-07,14.064006148182433,-0.022951699236813283,-5.424742650009449,0.011465809022006113,1.1690214749586598,-0.19385512644424807,-2.8214501170964468e-06,0.00013840211375537592,-153.38878601332337
0.13163265306122449,-192.6145601674773,-1.4037462939283998,-0.06351411926736716,-0.00011286788483744203,-8.485952931458485e-07,14.06629714764363,-0.022522343870910788,-5.412764525057309,0.011713679769151497,1.1673987948411817,-0.1931652675667923,-2.8214578193797024e-06,0.00014018771767965177,-184.46483944513443
0.13775510204081634,-227.58036003802692,-1.4238260328668417,-0.063355400970309,-0.000113087499681086,-8.478847246529142e-07,14.068407619912398,-0.022093522042695213,-5.400227817934812,0.01196305162547251,1.1657331503792179,-0.19244583989673103,-2.821465875157969e-06,0.00014205452457716206,-219.43617953214687
0.14387755102040814,-266.71937449365157,-1.4438518577169361,-0.06318895407572356,-0.00011331794831193065,-8.471390980924198e-07,14.070328079856466,-0.021665290819335326,-5.387136984462142,0.012213900318258197,1.1640293101107027,-0.19169728172210654,-2.8214742791021763e-06,0.0001440020601179981,-258.58031655666394
0.15,-310.3133409169478,-1.4638194117684833,-0.06301482713050888,-0.00011355916907263008,-8.463586145257551e-07,14.072048215662122,-0.02123770692053739,-5.373496899514505,0.012466201210113326,1.1622834205584294,-0.1909200470371566,-2.821483029435967e-06,0.0001460298309083896,-302.1790031690682
