aq,fast_likelihood_quarks.yaml,fast_likelihood_leptons.yaml,likelihood_ewpt.yaml,likelihood_eeww.yaml,likelihood_lept.yaml,likelihood_rd_rds.yaml,likelihood_lfu_fccc.yaml,likelihood_lfu_fcnc.yaml,likelihood_bcpv.yaml,likelihood_bqnunu.yaml,likelihood_lfv.yaml,likelihood_zlfv.yaml,likelihood_higgs.yaml,global
-0.15,-62.70244064010899,-0.4979484265527603,-0.06208546024146244,-0.00011495390068105849,-8.41841275467381e-07,13.919073046336946,-0.041881493359866795,-5.351343799343907,0.0021670614622273376,1.195592781050168,-0.190918546593986,-2.821483029435967e-06,0.00014567934256604076,-53.72975841523406
-0.14387755102040817,-48.530206402583644,-0.5158364137985103,-0.06229640966265748,-0.00011465713087233098,-8.428016717854092e-07,13.920786574122804,-0.04148777504289569,-5.3658300879190115,0.0023382050522027242,1.1960055548367343,-0.191695840858781,-2.8214742791021763e-06,0.00014366553157785233,-39.588197251729
-0.1377551020408163,-36.5142285242473,-0.5338585886274032,-0.06249981547998473,-0.00011437096333111185,-8.437277613237981e-07,13.92264072246555,-0.04109206869932791,-5.379755082852764,0.00250262281533864,1.1963839091097839,-0.19244445796641863,-2.821465875157969e-06,0.00014173199844691453,-27.60232758764105
-0.13163265306122449,-26.44151829829093,-0.5520114104615601,-0.06269562384411032,-0.00011409546656437897,-8.446193227040766e-07,13.92463343532578,-0.040694436265795275,-5.393135460007578,0.0026691897304784717,1.196715685109078,-0.1931639443601192,-2.8214578193797024e-06,0.00013987923487945864,-17.559178745373583
-0.12551020408163266,-18.112696801143557,-0.5702918361158211,-0.06288378283751683,-0.00011383070646076021,-8.454761417642231e-07,13.926761140969104,-0.0402949245235007,-5.405965685587706,0.0028378683849847874,1.1970012361432243,-0.19385386206630884,-2.8214501170964468e-06,0.00013810771347877449,-9.259366036696337
-0.1193877551020408,-11.335944425546586,-0.5886967437326973,-0.06306424252235843,-0.00011357674643264204,-8.462980136680898e-07,13.929021352942458,-0.039893581047273585,-5.418241035743785,0.003008655829216167,1.197240694647009,-0.19451378919050377,-2.821442770084559e-06,0.0001364178874680988,-2.5110639409642683
-0.11326530612244898,-5.9275833767337645,-0.6072229363741215,-0.06323695494770476,-0.00011333364731314077,-8.470847410180227e-07,13.931410633620397,-0.03949045412533536,-5.429955913108314,0.0031815484118542514,1.1974339124107107,-0.195143320399076,-2.8214357765676823e-06,0.00013481019037442366,2.8694109467771893
-0.10714285714285714,-1.7125373003414097,-0.6258671434041787,-0.0634018742042457,-0.00011310146731702275,-8.478361366304199e-07,13.93392554692996,-0.03908559274135115,-5.441083804885004,0.003356541917892031,1.1975808648470743,-0.19574206739025257,-2.821429141874887e-06,0.000133285035712305,7.0571616850316
-0.1010204081632653,1.4750642035464807,-0.6446260219527886,-0.06355895644614051,-0.00011288026207623147,-8.4855201865075e-07,13.936562030537294,-0.03867904655623278,-5.451644159238995,0.003533631568007678,1.1976815142894424,-0.19630965935253464,-2.8214228660061735e-06,0.00013184281679201604,10.218038828974365
-0.09489795918367347,3.7914659132429733,-0.6634961584586279,-0.06370815992034906,-0.00011267008440185577,-8.492322173259126e-07,13.9393166378416,-0.03827086588898965,-5.461633318205822,0.003712812018855871,1.1977356593739206,-0.19684574340920946,-2.8214169507378983e-06,0.00013048390646730468,12.508290919767248
