bq,fast_likelihood_quarks.yaml,fast_likelihood_leptons.yaml,likelihood_ewpt.yaml,likelihood_eeww.yaml,likelihood_lept.yaml,likelihood_rd_rds.yaml,likelihood_lfu_fccc.yaml,likelihood_lfu_fcnc.yaml,likelihood_bcpv.yaml,likelihood_bqnunu.yaml,likelihood_lfv.yaml,likelihood_zlfv.yaml,likelihood_higgs.yaml,global
0.0,0.20077503671768682,-0.7740516563322473,-0.2506057644089239,0.0,2.6287394105928286e-07,2.236510874175117,-0.0030813042500810184,2.3225193800158195e-05,0.0003991432833290176,0.005602624295377723,0.0,0.0,5.766409572061093e-11,1.4155724416056639
0.061224489795918366,2.0594438772257035,-0.7719437663615878,-0.24698692507201514,0.0,2.605457393167754e-07,5.222689580114899,-0.0077748343060903835,0.003401748753894651,0.0010190974497499283,0.4879046051892306,0.0,0.0,3.239061108217811e-07,6.747753967445635
0.12244897959183673,3.192083003063317,-0.7731915906416589,-0.24037847107352306,0.0,2.5633228584176493e-07,7.734544021598159,-0.012481489754605946,0.009385542274321423,0.00166900615501131,0.9690465459959903,0.0,0.0,1.2696571545234292e-06,10.880678093606452
0.18367346938775508,4.1895550702327,-0.7779331178621689,-0.23106305974667407,0.0,2.503867750913713e-07,9.75261518660571,-0.01708986405050439,0.017567351329990544,0.0023369064592442257,1.4165678095785186,0.0,0.0,2.7963866031655016e-06,14.352559329320195
0.24489795918367346,4.970140582025579,-0.7862797513098485,-0.2194359018393932,0.0,2.4292723466157184e-07,11.295303953358774,-0.02149375602189707,0.027376736293993176,0.0029931079619922585,1.8045330887037085,0.0,0.0,4.8408036903424545e-06,17.07314314290383
0.30612244897959184,5.702734262583135,-0.7982741361185788,-0.20596330950654362,0.0,2.3421602646234163e-07,12.411169947222618,-0.02560024700044039,0.03815772096327663,0.0036249257546918656,2.117281781701948,0.0,0.0,7.323513230517165e-06,19.243138503329362
0.36734693877551017,6.305440115156671,-0.8138555898350148,-0.1911388538561134,0.0,2.2453739101369052e-07,13.16812143488308,-0.029335782630823815,0.049259158582065865,0.004216114088493761,2.3503721166897957,0.0,0.0,1.015612996013715e-05,20.843089093745505
0.42857142857142855,6.781811612462889,-0.8328422089363983,-0.17544398964301067,0.0,2.141763271179542e-07,13.64210649088145,-0.0326495270777869,0.06009965673989193,0.004753764572932084,2.5089937849624775,0.0,0.0,1.3248165210200114e-05,21.95684304630398
0.4897959183673469,7.163353693236559,-0.8549328429147636,-0.15931773713576547,0.0,2.0340123418893796e-07,13.907456706657898,-0.03551389081223277,0.07021210803347877,0.005228919627336737,2.6048787965304268,0.0,0.0,1.6512854024597345e-05,22.701382469478197
0.5510204081632653,7.45730026410024,-0.8797264491313115,-0.14313727553171773,0.0,1.9245157978353689e-07,14.030082586048822,-0.037922674010310686,0.07926647811455645,0.005636634326074308,2.6528536215245637,0.0,0.0,1.9871453314834753e-05,23.16437324934581
