C3,fast_likelihood_quarks.yaml,fast_likelihood_leptons.yaml,likelihood_ewpt.yaml,likelihood_eeww.yaml,likelihood_lept.yaml,likelihood_rd_rds.yaml,likelihood_lfu_fccc.yaml,likelihood_lfu_fcnc.yaml,likelihood_bcpv.yaml,likelihood_bqnunu.yaml,likelihood_lfv.yaml,likelihood_zlfv.yaml,likelihood_higgs.yaml,global
-0.06122448979591838,6.274388450760171,-0.502023630429079,-0.02450927335600639,0.0,-2.5936961145500703e-07,11.06956180857831,-0.020777851575090267,0.060685944631607924,0.0031742063972917123,-1.0020672307516705,0.0,0.0,2.1335157615709477e-05,15.858453500043542
-0.055102040816326525,6.046899654942763,-0.4482403283154497,-0.02123218927180659,0.0,-3.004010469265239e-07,10.29030957104018,-0.018509314630179574,0.05663811874238256,0.0028372257933000355,-0.2619433610394388,0.0,0.0,1.9583897010733153e-05,15.646778660757713
-0.04897959183673467,5.823096588387443,-0.3950577347747526,-0.018055185773082627,0.0,-3.41432584871626e-07,9.425056021091072,-0.016270786711565677,0.05272524481671503,0.0025067178145112834,0.6280284835411436,0.0,0.0,1.783251085285542e-05,15.502046839469752
-0.04285714285714287,5.584080286241942,-0.3424758140854891,-0.014978257874794565,0.0,-3.824642250682686e-07,8.474985376544382,-0.014062002031678844,0.0489450878388098,0.002182644238733822,1.5259367460316735,0.0,0.0,1.608099915273442e-05,15.264629765438505
-0.03673469387755102,5.339623474186965,-0.29049452853040236,-0.01200140059134469,0.0,-4.23495967960541e-07,7.441273960362633,-0.011882695985278247,0.04529919838258856,0.001864969530503302,2.2626440855834904,0.0,0.0,1.4329361896159298e-05,14.776340968805082
-0.030612244897959162,5.089936912072744,-0.2391138383520257,-0.00912460893685818,0.0,-4.645278133263986e-07,6.325095683352465,-0.00973260515067409,0.041789676064938774,0.001553660742800389,2.6494350650281326,0.0,0.0,1.2577599107999049e-05,13.849852057892818
-0.024489795918367363,4.835238893192809,-0.1883337017064548,-0.006347877926675238,0.0,-5.055597613878859e-07,5.1276166558338545,-0.007611467289024176,0.03841547693906833,0.0012486874273696102,2.4851346756678563,0.0,0.0,1.0825710766937391e-05,12.28537166228981
-0.01836734693877551,4.575732045714858,-0.138154074621049,-0.003671202575787902,0.0,-5.465918115898916e-07,3.8499999152978184,-0.005519021344774444,0.03517753434505089,0.0009500215531144107,1.5623152567258565,0.0,0.0,9.073696880079751e-06,9.876839002200155
-0.012244897959183654,4.311607648819518,-0.0885749109427394,-0.001094577900211391,0.0,-5.876239645985493e-07,2.4934028963672112,-0.003455007445026581,0.03207666457646141,0.0006576374319964273,-0.3275316376382591,0.0,0.0,7.321557450978844e-06,6.417095447202437
-0.006122448979591855,4.043053051893139,-0.039596162293349835,0.001382001085740825,0.0,-6.286562198587475e-07,1.0589779210042103,-0.0014191669005612084,0.02911358770989203,0.0003715116519797945,-3.389745344886123,0.0,0.0,5.569292479634669e-06,1.7021423399011884
0.0,3.770241690556759,0.008782221981462612,0.0037585393654175903,0.0,-6.696885778145756e-07,-0.4521275648181984,0.0005887577962084833,0.026288926519420386,9.162301658083294e-05,-7.822959764344301,0.0,0.0,3.8169019589417985e-06,-4.465332422713269
