C,fast_likelihood_quarks.yaml,fast_likelihood_leptons.yaml,likelihood_ewpt.yaml,likelihood_eeww.yaml,likelihood_lept.yaml,likelihood_rd_rds.yaml,likelihood_lfu_fccc.yaml,likelihood_lfu_fcnc.yaml,likelihood_bcpv.yaml,likelihood_bqnunu.yaml,likelihood_lfv.yaml,likelihood_zlfv.yaml,likelihood_higgs.yaml,global
-0.10408163265306122,6.908746731127394,-0.6204099250745116,-0.05390453140564233,-9.722073528450892e-05,-7.3820067192365e-07,14.035170449410543,-0.03143123364932876,-3.752910797441114,0.0035821538397913244,1.039555653856441,-0.11575441293794952,-2.1225135338198697e-06,0.00010999844093362299,17.41265400471707
-0.0979591836734694,6.560847630076523,-0.5816825833779546,-0.05011516230464608,-9.150135970159567e-05,-6.94776140952591e-07,13.899505727250395,-0.02934530270297131,-3.159610968430284,0.0033253463500644287,0.9782273290528085,-0.092269536561421,-1.8801503287591004e-06,0.00010352896345722229,17.528891932029797
-0.09183673469387754,6.223071198637172,-0.5432341721526939,-0.04640308713074148,-8.578204770870457e-05,-6.513517301076632e-07,13.671777784979753,-0.027290281250081705,-2.6059775430320933,0.0030744354023077847,0.9166812090300809,-0.07261923287139105,-1.6524758184033317e-06,9.70593586160362e-05,17.519089285095674
-0.08571428571428572,5.841233952193761,-0.5050647225984051,-0.042768309963037154,-8.006279931294102e-05,-6.079274393888667e-07,13.353170085305063,-0.025265909507858453,-2.093911868017301,0.002829411276302096,0.8549646516555534,-0.056351393070753986,-1.43948999919985e-06,9.058962637809032e-05,17.328844376682948
-0.07959183673469389,5.413216859302565,-0.4671742655601605,-0.03921083487275823,-7.43436145533849e-05,-5.645032687962015e-07,12.94485875871299,-0.02327192876715145,-1.6238184065846735,0.002590262163753465,0.7931245593347303,-0.04304307667560536,-1.2411928711486553e-06,8.41197667647009e-05,16.95727989750976
-0.07346938775510203,4.963314069730359,-0.4295628315236968,-0.035730665924376126,-6.862449334477105e-05,-5.210792185517121e-07,12.448015196989955,-0.02130808139087037,-1.1972289892385906,0.0023569742303015673,0.7312207664850909,-0.032300511514671726,-1.057584428920677e-06,7.764977976876253e-05,16.428783374466278
-0.0673469387755102,4.504334873569405,-0.39223045060927575,-0.03232780719460493,-6.290543575104834e-05,-4.776552887664209e-07,11.863807577778406,-0.019374110813394907,-0.8149339687893598,0.002129531678023433,0.6692895264669261,-0.0237590937287937,-8.886646725159153e-07,7.117966537961706e-05,15.756942986267001
-0.06122448979591838,4.0470364570096535,-0.35517715256915494,-0.029002262755088992,-5.718644177221677e-05,-4.342314794403279e-07,11.193395590631468,-0.01746976154226587,-0.48831197090226475,0.0019079168083058207,0.6073886690946004,-0.017083387770398417,-7.344335966052995e-07,6.47094236221335e-05,14.94269045232163
-0.055102040816326525,3.600134358546711,-0.31840296677900426,-0.025754036676552516,-5.146751136919647e-05,-3.9080779024036616e-07,10.43793651553586,-0.01559477915941443,-0.21246083847196573,0.0016921100849565107,0.5455599754040801,-0.011967126402986139,-5.948912011888297e-07,5.8239054474995555e-05,14.0011489979258
-0.04897959183673467,3.170195159108971,-0.28190792223331584,-0.02258313302849757,-4.574864459172545e-05,-3.4738422094449106e-07,9.598582335850471,-0.013748910318440721,0.01649576086115445,0.0014820901974985645,0.483850985403695,-0.0081332107006169,-4.700374827137921e-07,5.176855794530866e-05,12.94423835763257
-0.04285714285714287,2.8633271754663383,-0.245692047541624,-0.01948955588747836,-4.002984141848742e-05,-3.0396077277394795e-07,8.676478111179271,-0.011931902746852074,0.19675820994890536,0.0012778341244921165,0.42231032217464914,-0.005333710047393581,-3.5987244295654364e-07,4.529793404728366e-05,11.877709040929721
-0.03673469387755102,2.4766279246441627,-0.20975537092049024,-0.016473309320808482,-3.43111018281661e-05,-2.605374442854469e-07,7.6727660713177634,-0.010143505247029339,0.32760684092015957,0.0010739267430457389,0.36098437581986786,-0.0033498621369858483,-2.643960765880138e-07,3.882718275249886e-05,10.599341082967088
-0.030612244897959162,2.118017417539704,-0.1740979201893964,-0.013534397400682963,-2.8592425863394055e-05,-2.1711423647818862e-07,6.588581831759701,-0.008383467693789726,0.40796316075168804,0.0008808222377707509,0.2999169212187205,-0.0019920729721238928,-1.8360838360820253e-07,3.2356304082270526e-05,9.21735565840719
-0.024489795918367363,1.7824736256716278,-0.13871972276490396,-0.010672824196511499,-2.2873813467327864e-05,-1.736911483529724e-07,5.425056789544751,-0.006651541038188213,0.43673215349492445,0.000693404683642207,0.23915207997114507,-0.0010999168640974943,-1.1750936579346671e-07,2.588529803659867e-05,7.726966768786444
-0.01836734693877551,1.466532317525207,-0.10362080565336385,-0.007888593785889242,-1.7155264725232655e-05,-1.3026818046490973e-07,4.1833170443668735,-0.004947477303417713,0.41330924572859473,0.0005116449121640443,0.17873362230006506,-0.0005421364323101585,-6.609901603837898e-08,1.941416459771972e-05,6.1254069241905995
-0.012244897959183654,0.6419056523259314,-0.06880119544608476,-0.005181710234658965,-1.143677954118516e-05,-8.684533381320136e-08,2.864485058585295,-0.0032710295901878794,0.33374875475542964,0.0003355123562114315,0.1187103909663847,-0.000216642603787065,-2.937734144836668e-08,1.29429037727391e-05,3.88171618101609
-0.006122448979591855,0.28851221166655705,-0.03426091831438782,-0.0025521776162875653,-5.7183579897923664e-06,-4.342260684353505e-08,1.4696751543899822,-0.0016219520723694814,0.19439615850291148,0.00016497511190749492,0.05911699283871741,-5.051461272032043e-05,-7.34433491800246e-09,6.47151557586767e-06,1.9733806322849547
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
