C1,fast_likelihood_quarks.yaml,fast_likelihood_leptons.yaml,likelihood_ewpt.yaml,likelihood_eeww.yaml,likelihood_lept.yaml,likelihood_rd_rds.yaml,likelihood_lfu_fccc.yaml,likelihood_lfu_fcnc.yaml,likelihood_bcpv.yaml,likelihood_bqnunu.yaml,likelihood_lfv.yaml,likelihood_zlfv.yaml,likelihood_higgs.yaml,global
-0.3,6.819153803600102,-1.0258788669574344,-0.15185165964429004,0.0,-1.2048682331844418e-06,14.01394685167944,-0.04261772105247985,0.3293908318673484,0.008293850250308488,-68.0,0.0,0.0,4.577783615644648e-05,-48.04951833728908
-0.29387755102040813,6.984447955137284,-1.026578518376013,-0.14551886880810727,0.0,-1.1638646630895977e-06,14.012151608829141,-0.042664021625093085,0.32140606192207244,0.00826750164181611,-68.0,0.0,0.0,4.5544056824553536e-05,-47.88844390108674
-0.28775510204081634,7.130484673746878,-1.0272814263024657,-0.13941028591535343,0.0,-1.122861199243097e-06,14.010325002608528,-0.04271033237423438,0.31348382794267415,0.008201358906636536,-68.0,0.0,0.0,4.531027715515279e-05,-47.74686299397138
-0.2816326530612245,7.2682491839502745,-1.0279844796787216,-0.13352593299555693,0.0,-1.0818578410898283e-06,14.008465894064598,-0.04275665373615567,0.3056282382795761,0.008136574239991923,-68.0,0.0,0.0,4.507649715179696e-05,-47.613743181236686
-0.2755102040816326,7.398096901674535,-1.0286876900568558,-0.12786583208359303,0.0,-1.0408545887408138e-06,14.006575273988698,-0.04280298571030272,0.29783848443137195,0.008072993077591128,-106.54096235574389,0.0,0.0,4.484271681803875e-05,-86.02969140856021
-0.2693877551020408,7.516608916520227,-1.0293910573952303,-0.1224300052150511,0.0,-9.99851442307076e-07,14.004652853684007,-0.0428493282987219,0.29011920436496474,0.008010613533218525,-81.11054525369471,0.0,0.0,4.4608936143220035e-05,-60.485780447416595
-0.26326530612244897,7.630017199644499,-1.0300945816934544,-0.11721847442625588,0.0,-9.588484017886145e-07,14.002698434478317,-0.04289568150264955,0.2824699397572772,0.007946701004437173,-61.66079838381898,0.0,0.0,4.437515514155166e-05,-40.927831430250066
-0.2571428571428571,7.735555269229053,-1.0307982629523735,-0.1122312617544381,0.0,-9.178454670744074e-07,14.000712577326517,-0.042942045323968614,0.2748953608418301,0.007886877208472143,-47.14681570894568,0.0,0.0,4.4141373795270056e-05,-26.313693970842262
-0.2510204081632653,7.83333853656768,-1.0315021011722507,-0.10746838924008273,0.0,-8.768426383864991e-07,13.99869442620313,-0.04298841976419254,0.26739558267239083,0.007828246371448522,-35.47538684140342,0.0,0.0,4.390759212569151e-05,-14.550045929015809
-0.24489795918367346,7.9234802844368915,-1.0322060963536686,-0.10292987892183447,0.0,-8.358399152808005e-07,13.996644730251797,-0.04303480482499111,0.2599725854353814,0.007770805523673374,-25.70029253657281,0.0,0.0,4.367381011860516e-05,-4.690552073055358
-0.2387755102040816,8.0060916622906,-1.032910248496158,-0.098615752842516,0.0,-7.948372984234453e-07,13.994563191275299,-0.04308120050762909,0.2526291651732677,0.0077145515719259095,-17.64352532857997,0.0,0.0,4.3440027774011014e-05,3.442908685075299
