bq,fast_likelihood_quarks.yaml,fast_likelihood_leptons.yaml,likelihood_ewpt.yaml,likelihood_eeww.yaml,likelihood_lept.yaml,likelihood_rd_rds.yaml,likelihood_lfu_fccc.yaml,likelihood_lfu_fcnc.yaml,likelihood_bcpv.yaml,likelihood_bqnunu.yaml,likelihood_lfv.yaml,likelihood_zlfv.yaml,likelihood_higgs.yaml,global
0.0,0.04961494407075406,-0.7162825385915568,-0.23682382785665013,0.00011162516461027394,-1.575311050605599e-06,3.096016629731391,-0.005028593975502815,0.006057412599876244,-0.0024069149891428054,0.015964619390064883,0.00019741305676390652,-2.815238431708167e-06,0.00016436307121381333,2.2075807411223396
0.061224489795918366,1.3458598332115344,-0.6911583872072953,-0.2333365960002709,0.00010731582775136417,-1.5613518317136865e-06,5.9289730079163085,-0.010078931114996692,0.3759146424938944,-0.0018470630049884917,0.15859245363708396,-0.00010117593786063139,-2.8152930635627627e-06,0.00016331939392344452,6.873084042570189
0.12244897959183673,2.1003318112657325,-0.6696659033253667,-0.2269677192734747,9.953384595107195e-05,-1.5361497581745098e-06,8.297174772184537,-0.014910976477771953,0.41595486088851885,-0.0013282380715917697,0.30038393490483983,-0.0009596879642579381,-2.8154545521630325e-06,0.0001617493365166922,10.200269785709322
0.18367346938775508,2.94156036646109,-0.6520683455226575,-0.21799079839799163,8.85601329159158e-05,-1.500615017802076e-06,10.186083862573845,-0.019418116765720583,0.1850935687928601,-0.0007593910683665328,0.4374721188700157,-0.0023223096327402715,-2.815715946624664e-06,0.0001597038990652777,12.857894903011353
0.24489795918367346,3.7339445482784868,-0.638613729300026,-0.2067881265376208,7.47944542638379e-05,-1.4560426978560415e-06,11.61731180991173,-0.023508510958144768,-0.2592802475219429,-0.00016857636559741707,0.5665861752812731,-0.004131348155635095,-2.8160664697907123e-06,0.00015725124919896416,14.785579768226818
0.30612244897959184,4.6120097439038545,-0.6295016948051,-0.19381055109644052,5.8718056649809114e-05,-1.4039916655939066e-06,12.640820724789595,-0.02711132833071872,-0.8577537221301821,0.00043282392237120604,0.6851327594617356,-0.006413378611432208,-2.8164925929274887e-06,0.00015447061818463226,16.22401434529426
0.36734693877551017,5.39888043973815,-0.6248464319506013,-0.17953503996696085,4.085268686893073e-05,-1.3461517750501528e-06,13.324300341044902,-0.030180428468526088,-1.5570815804553426,0.001027468970288048,0.7913507207438606,-0.00941749672987413,-2.816979218778215e-06,0.00015144582925685768,17.11468612831103
0.42857142857142855,6.039319803717262,-0.6246479689373956,-0.16442658955133993,2.1721979372557598e-05,-1.2842187824269047e-06,13.742243692721331,-0.032695166215660265,-2.279410787729301,0.0015997045118405495,0.8842956165525226,-0.013761402143707357,-2.8175108717221065e-06,0.0001482593705404156,17.552682782545812
0.4897959183673469,6.500663888102736,-0.6287788496540614,-0.1489089165043751,1.8196416817772842e-06,-1.2197913024092344e-06,13.966735097988039,-0.03465858362427099,-2.9775440660086936,0.002136646250060714,0.9637492225011375,-0.020518281007726458,-2.818072685428774e-06,0.00014498765755277532,17.62301892747809
0.5510204081632653,6.891794369399577,-0.6369880846229989,-0.13334572567716663,-1.8413235803649286e-05,-1.1542973583633653e-06,14.061076470689548,-0.036093671997129206,-3.6169658548903225,0.002628740796029483,1.0300793769357757,-0.03119414652424979,-2.8186511400463132e-06,0.00014169779216643974,17.531110785716926
0.6122448979591837,6.913784552220477,-0.6489197254491756,-0.11803207811398764,-3.8601413340444424e-05,-1.0889515758005786e-06,14.076438363518912,-0.037038568653031234,-4.176620937521047,0.003069847174229423,1.0840682350545023,-0.04758936571903227,-2.8192345169486543e-06,0.00013844581783573062,17.04925625873025
0.673469387755102,6.987025764092323,-0.6641407736108249,-0.10319393920830677,-5.844040024882702e-05,-1.024739372024186e-06,14.051074827241402,-0.037541509673758355,-4.648400133969849,0.0034569561363522183,1.1267588665516577,-0.07158170205258152,-2.819813111898384e-06,0.0001352762559250209,16.64353134680961
0.7346938775510203,6.998283624874148,-0.6821725750254615,-0.0889934114440365,-7.769492483333806e-05,-9.624219708959103e-07,14.011309318888504,-0.03765616920945547,-5.02528425781197,0.003789688595769114,1.1593235739309193,-0.10489007282503415,-2.820379245704885e-06,0.0001322226009179417,16.233760464848253
0.7959183673469388,6.977772004277767,-0.70252080573227,-0.07553724121002148,-9.619307678931932e-05,-9.02555419513007e-07,13.973511385640927,-0.03743777065798071,-5.308651384789242,0.004069701591942199,1.1829743001533615,-0.14887420910700122,-2.8209271221157906e-06,0.00012930843539393777,15.865335372043548
0.8571428571428571,6.947109143678517,-0.7247008159241233,-0.06288664558825374,-0.0001138180217168383,-8.455174531629694e-07,13.94640306139205,-0.036940127778024134,-5.504824880952501,0.0043000982503649254,1.19889047125365,-0.20440465103013317,-2.8214526111014493e-06,0.00012654886827689893,15.562954717178041
0.9183673469387755,6.919401179532542,-0.7482567982991313,-0.05106708476556321,-0.00013049878483784028,-7.915373650968505e-07,13.933275592995967,-0.0362136036500047,-5.623313810274201,0.0044849021574258074,1.2081808822812299,-0.271812819008618,-2.8219529983886105e-06,0.0001239520683355977,15.33466828076278
0.9795918367346939,6.900756251793837,-0.7727745929565373,-0.04007714714751387,-0.00014620115300800762,-7.407254809521646e-07,13.933875128234154,-0.03530387171880989,-5.674159924376504,0.00462862546503473,1.2118507538072194,-0.35091154371798616,-2.822426726112326e-06,0.00012152073849591716,15.177855435816175
