C,al,bl,aq,bq,likelihood,RD*,BKnunu
-0.0964074075043632,0.05491749494753788,0.0010722476215255907,-0.07459887128107567,0.8499510318679834,19.972412132625248,0.2809371659222869,0.5457366363700179
-0.10265863377815648,0.05653903874315314,0.0009340859664045448,-0.07544839104910649,0.8494181793440382,20.14659897645483,0.283378226213848,0.5539068461076309
-0.0927790821810712,0.06173479359142719,0.0009027117711160024,-0.07312425525581527,0.8498021307140659,18.91007523046428,0.27946968007851236,0.541060347129383
-0.09403259805455699,0.05347834476789886,0.0008160594982637864,-0.06361075397291821,0.8493636244986456,19.479253326576707,0.27994512749823375,0.542755476004974
-0.09140132277257051,0.04704284151018251,0.0007092845359767372,-0.06359564349805633,0.8493824302468127,19.617985118617423,0.27895477371101585,0.5393586453122517
-0.08793707703992827,0.052293223973156236,0.0006999634336662132,-0.062104691498492445,0.8496494381253671,18.98544129057217,0.27757447114277617,0.534950772713978
-0.0793573609352666,0.04353058021016048,0.0006389728111549066,-0.07084503040062871,0.8492820971109916,18.574905711603027,0.27434169194375874,0.5240668293940896
-0.08059947159178663,0.04885145850627082,0.0006664641387443753,-0.07232980250924424,0.8490524758792899,18.708485179740947,0.2748067679283457,0.5255996301703203
-0.08529727129979969,0.051258940986434846,0.0007296559405754212,-0.07453061623730581,0.8486935631180978,19.267526850907842,0.27662556138736244,0.5314696302094852
-0.08143984525669251,0.051394400086456016,0.0005582805519588243,-0.06867358151600733,0.8494259483801918,18.590943017362456,0.27510153967668,0.5266896282150014
-0.08289499137745969,0.04831471717565594,0.0005964822555769662,-0.06368016942270555,0.8492747583912701,18.675956693050427,0.275649387913386,0.5285498870086585
-0.0875318182574053,0.04755836520307752,0.0005652422087149982,-0.06265915645677603,0.8495490626761023,19.177243523667787,0.2774437397164363,0.5344246792017328
-0.09662003442335282,0.0577339263767816,0.0005586330701203474,-0.060788638556361796,0.8494975950255343,19.095059771182978,0.28090892821067015,0.5461482132910043
-0.09741692706381046,0.05617566924200931,0.0006054162877565616,-0.04748252325570401,0.8494629929810298,18.751027391576123,0.2811315360822021,0.5472979165865607
-0.09921869869336337,0.04715895628918984,0.0005630041697644043,-0.0446072996444876,0.8491736688253758,19.43410995808775,0.2818608369309733,0.5496632262999398
-0.10407754016606875,0.0497882556806546,0.0005457282749972146,-0.04129724013802669,0.8491330557298901,19.445479505719508,0.283714255259482,0.5561082998240799
-0.10299505115609325,0.05324590262369447,0.000579250312856918,-0.04278642635955055,0.8492280444990254,19.161639285365773,0.2832838916173284,0.5546664596258112
-0.11061835997040148,0.04711853891909796,0.000602509478285421,-0.04272887668624035,0.8499056940579502,19.691041815180796,0.28630775408621384,0.5648835138242376
-0.0953478427223464,0.0466701889699276,0.0006829457847332602,-0.04689077019245972,0.8499671479716467,19.296772255174435,0.2803778645768336,0.5446084946645291
-0.0878683466935914,0.05214550292811803,0.0005933978941855422,-0.053191836518483866,0.8495903933818827,18.65853559327173,0.2774910147064518,0.5349320855697735
-0.0914891190682319,0.05669790549507424,0.0006485481864200672,-0.05421098219857225,0.8497162598842988,18.630770846042623,0.278876165134851,0.5395666105486554
-0.10082755623205034,0.0648688593885589,0.0005766823526425849,-0.04725061312633624,0.8493817852587405,17.440566337511648,0.28239745683766054,0.5517849935667956
-0.09088478335942608,0.06992282563221722,0.00048372654048305596,-0.06071419376883781,0.8495862082489858,16.872488994674498,0.2785990692696693,0.5387470122873227
-0.09364663071017461,0.07019842658446795,0.0005904443719183165,-0.06363701835418853,0.8496632735955466,16.979556983313163,0.2796872090017391,0.5422809068683182
-0.0916901353635037,0.06508315870937634,0.0005913413245662586,-0.06166360264336483,0.8498563807209623,17.848625107691596,0.2789520273611293,0.539774476705358
-0.08371627773887762,0.06916363916281673,0.0005853601137346486,-0.06151882283539182,0.8495103965159926,16.80175986035869,0.2758399960200075,0.5296210902882177
-0.08999153166917298,0.05861822783067843,0.000642923850860213,-0.04681374117985955,0.8495309199872288,18.10636281360915,0.2782327582699071,0.5376947554680918
-0.08786848910726112,0.0622495749855819,0.0006259917224701006,-0.0511714479208654,0.8495808463461784,17.689157860792868,0.27742053643196246,0.5349551689443396
-0.08543670976740074,0.06127460964218339,0.0006727607816350477,-0.04987927355373958,0.8496330427568335,17.63109913300172,0.27647974692071275,0.531874369563623
-0.08722805281246032,0.05744215609910231,0.0006800014912767028,-0.055677392514481255,0.8498604136562974,18.30913986149717,0.2772320639739405,0.5341084905290009
-0.09364022489737228,0.06156621809163357,0.0007286554710950399,-0.05722743038769123,0.8493191250900096,18.289791315076524,0.2796998865336743,0.5423122069509253
-0.09259699488261536,0.05695519779750906,0.0006885672664624174,-0.05432854032045666,0.8492429415807017,18.68042784687599,0.2793031946138334,0.5409823004585625
-0.08966529705177127,0.056962130827987824,0.000631449311676403,-0.056206444441830025,0.8491253705216172,18.554975655034998,0.2781786120449669,0.5371978808310491
-0.08024367134653104,0.055603672675882,0.0006037114479965696,-0.06022158934092501,0.8489524940206244,17.946506818920767,0.2745700483455715,0.5252553428279366
-0.07928630730658785,0.04975988727585626,0.000633869435953196,-0.05318785691790188,0.8490328110763512,17.895213989304622,0.2741881832052799,0.5241080515850988
-0.07394688927713344,0.0485022819410665,0.0006531721569499261,-0.05461487078616682,0.8488959125725876,17.287908279409848,0.27214982186572073,0.5174949781886631
