bl,fast_likelihood_quarks.yaml,fast_likelihood_leptons.yaml,likelihood_ewpt.yaml,likelihood_eeww.yaml,likelihood_lept.yaml,likelihood_rd_rds.yaml,likelihood_lfu_fccc.yaml,likelihood_lfu_fcnc.yaml,likelihood_bcpv.yaml,likelihood_bqnunu.yaml,likelihood_lfv.yaml,likelihood_zlfv.yaml,likelihood_higgs.yaml,global
-0.02,4.892376087072535,-0.8536590536543045,-0.07594871780553447,-5.242015111051046e-05,1.1565899726839746e-07,14.055380818551289,-0.03983081781294828,-0.3190825649871982,0.005560295134132254,1.0780754631121745,0.0006049357114790155,-1.8816531621723698e-07,3.693072510912998e-05,18.7434608833893
-0.019183673469387756,4.944118519192216,-0.8537078546430408,-0.07597974378266414,-4.822976165996806e-05,1.0646091930244239e-07,14.055506288930822,-0.03977013007775554,-0.2802037389283125,0.005574101116333274,1.078098636197062,0.0005629388373069588,-1.7312943256797553e-07,3.6388980735324594e-05,18.83418710939253
-0.018367346938775512,4.993326281469763,-0.8537532185056449,-0.07600947944858305,-4.421373105856219e-05,9.764554054214614e-08,14.055626433051781,-0.039711966826807554,-0.24382559956446492,0.0056079288371462255,1.0780984191085246,0.0005216528769089734,-1.5871823855206912e-07,3.586977632252797e-05,18.919872045971186
-0.017551020408163268,5.040711483123687,-0.8537966185551369,-0.07603792449775781,-4.037209005502973e-05,8.921292982133622e-08,14.055741260437665,-0.03965633060330731,-0.2097929269740728,0.005640289396489528,1.078098299188003,0.0004812101140601044,-1.4493196331955005e-07,3.537311604873139e-05,19.00138368693659
-0.01673469387755102,5.085637878455145,-0.8538380486854038,-0.07606507862577772,-3.6704867987680245e-05,8.116315430850563e-08,14.055850783493819,-0.03960322164038388,-0.17803029012500282,0.00567125589833406,1.0780981843695798,0.00044173715681061765,-1.3177082891502323e-07,3.4899003917843174e-05,19.07816134382538
-0.015918367346938776,5.128148309382368,-0.853877508523837,-0.07609094155538543,-3.32120929229518e-05,7.349627850761209e-08,14.055955014052671,-0.03955264017105975,-0.14838577654154506,0.005700817468608399,1.0780980750150917,0.0004033549274407022,-1.1923504672495255e-07,3.4447443749030526e-05,19.150399893666407
-0.015102040816326531,5.16828351409913,-0.8539149976935931,-0.07611551301134512,-2.9893791580803963e-05,6.621236470216729e-08,14.056053963386782,-0.0395045864144592,-0.12062503491077159,0.005728964033298922,1.0780979711237393,0.0003661786528112998,-1.0732481570130403e-07,3.401843913763969e-05,19.2183745428007
-0.014285714285714287,5.206082129755941,-0.853950515839216,-0.07613879273830193,-2.674998931695427e-05,5.9311471956036144e-08,14.056147642208053,-0.039459060580135485,-0.09485561083718785,0.005755685991139181,1.0780978726964108,0.00033031785522119606,-9.604032591425948e-08,3.361199356533007e-05,19.282016493787324
-0.013469387755102041,5.241580701635485,-0.853984062620242,-0.0761607804910227,-2.3780710176168895e-05,5.279365467014685e-08,14.056236060667477,-0.039416062866891366,-0.07098854020271084,0.005780974219428359,1.0780977797336888,0.000295876343686885,-8.538175677585969e-08,3.3228110289940105e-05,19.34145136123091
-0.012653061224489795,5.274813693049055,-0.854015637717751,-0.07618147603851,-2.0985976913578952e-05,4.6658967023383013e-08,14.0563192283546,-0.039375593461123515,-0.04890334812075636,0.005804820078295414,1.0780976922363887,0.000262952205664746,-7.534928059271806e-08,3.28667924023307e-05,19.396834182711043
-0.01183673469387755,5.305813493424466,-0.854045240829926,-0.07620087916601648,-1.8365810888099077e-05,4.09074569773793e-08,14.05639715429708,-0.03933765253957944,-0.028567085599043196,0.005827215414772269,1.0780976102049884,0.0002316377992581664,-6.594305723695015e-08,3.252804279796351e-05,19.448230390202315
-0.011020408163265306,5.334610427018106,-0.854072871675875,-0.07621898966992902,-1.5920232126376277e-05,3.553917238274806e-08,14.056469846960265,-0.0393022402669132,-0.010231224800961058,0.005848152566628073,1.0780975336402445,0.00020201974586697702,-5.7163237698887315e-08,3.221186420532263e-05,19.495418923525445
-0.010204081632653062,5.361232762273403,-0.8540985299910915,-0.07623580735956637,-1.3649259358317067e-05,3.0554154872852735e-08,14.0565373142469,-0.03926935679834287,0.006404080351723351,0.0058676243659858685,1.0780974625426403,0.00017417892327920015,-4.900996053436302e-08,3.191825917525648e-05,19.538727979098944
-0.009387755102040816,5.385706716176628,-0.8541222155310919,-0.07625133205829826,-1.155290994958591e-05,2.5952446081056735e-08,14.056599563496684,-0.039239002276396207,0.021588137710374156,0.0058856241426941125,1.0780973969128276,0.000148190459240638,-4.148335719378338e-08,3.164723004900338e-05,19.57843315782185
-0.008571428571428572,5.408056464473248,-0.8541439280699308,-0.07626556360285619,-9.631199958448633e-06,2.1734082533697574e-08,14.056656601486026,-0.03921117683353259,0.03536614805429572,0.00590214572747616,1.0780973367509699,0.0001241237254774319,-3.458354846941347e-08,3.139877903990396e-05,19.614603906440788
-0.007755102040816326,5.428304144929598,-0.8541636674004565,-0.07627850184705309,-7.884144082481725e-06,1.7899098092577503e-08,14.056708434427652,-0.03918588059091377,0.047726692885611044,0.005917183454855923,1.0780972820578612,0.00010204233216626335,-2.8310642719020507e-08,3.1172908112608866e-05,19.647251008601803
-0.0069387755102040816,5.446469865278232,-0.8541814333351567,-0.07629014665167588,-6.31175565146691e-06,1.4447523954963515e-08,14.05675506797041,-0.03916311365820491,0.0587161648414547,0.005930732165823294,1.0780972328337004,8.200412286640812e-05,-2.2664742971301166e-08,3.096961911097651e-05,19.67644102321369
-0.006122448979591837,5.462571707608959,-0.8541972257036363,-0.07630049789864657,-4.9140467908159735e-06,1.1379387654386619e-08,14.056796507198975,-0.039142876135009885,0.06837821946423084,0.005942787210280187,1.078097189078882,6.406116991897193e-05,-1.764593804409742e-08,3.0788913644386184e-05,19.702235740594254
-0.005306122448979591,5.476625732541834,-0.8542110443557434,-0.0763095554751061,-3.6910280805102502e-06,8.69471461495408e-09,14.0568327566336,-0.03912516810967759,0.07674912600148964,0.005953344449242337,1.078097150793802,4.8259770293768156e-05,-1.3254306097110202e-08,3.0630793183661353e-05,19.72468753745524
-0.004489795918367347,5.488645984134337,-0.8542228891598995,-0.07631731929015473,-2.6427089672154125e-06,6.393525930903365e-09,14.05686382022999,-0.03910998965884005,0.08386372279514376,0.005962400256790623,1.0780971179785581,3.4640441922917375e-05,-9.489921737326767e-09,3.0495259000673514e-05,19.743845337181487
-0.003673469387755101,5.498644494458404,-0.8542327600021196,-0.07632378926132333,-1.7690974374318102e-06,4.4758408090928015e-09,14.056889701379044,-0.03909734084880512,0.08974869510959671,0.005969951521804795,1.0780970906336016,2.3237920448337945e-05,-6.352843584522816e-09,3.0382312189658478e-05,19.759747892248406
-0.0028571428571428567,5.358206415424775,-0.8542406567890595,-0.07632896531777433,-1.0702002342100059e-06,2.9416740154886156e-09,14.056910402906762,-0.03908722173503065,0.09441505151138507,0.005975995649416532,1.078097068758952,1.4081156461287492e-05,-3.843117823976172e-09,3.029195363168924e-05,19.62399139241784
-0.0020408163265306124,5.364204897552554,-0.8542465794456859,-0.07633284740617796,-5.460226297770987e-07,1.7910374294771714e-09,14.056925927074081,-0.039079632360824235,0.09789713630230956,0.005980530562264441,1.0780970523550053,7.193313210862584e-06,-1.9607906409646603e-09,3.0224184087046524e-05,19.633483355938445
-0.0012244897959183682,5.368200547619381,-0.8542505279147719,-0.07633543549004784,-1.9656864580497313e-07,1.0239417091995051e-09,14.05693627557683,-0.039074572759901116,0.10021074577640121,0.00598355470145151,1.0780970414215503,2.5917647459294813e-06,-7.058886808408715e-10,3.0179004092190098e-05,19.63980020344914
-0.0004081632653061239,5.370197371562426,-0.8542525021590279,-0.07633672953951987,-2.1841003672307124e-08,6.403919616815301e-10,14.056941449545546,-0.039072042953584685,0.10136532359228312,0.005985067027316049,1.0780970359590043,2.8809452601308294e-07,-7.843148353003926e-11,3.015641400239133e-05,19.642955396263932
0.0004081632653061239,5.370197371315953,-0.8542525021595537,-0.07633672953951987,-2.1841003672307124e-08,6.403919616815301e-10,14.056941449545544,-0.03907204295362732,0.10136532359236838,0.00598506701989443,1.0780970359672004,2.8809452601308294e-07,-7.843148353003926e-11,3.015641400239133e-05,19.642955396017744
0.0012244897959183682,5.368200546884964,-0.8542505279161929,-0.07633543549004784,-1.9656864580497313e-07,1.0239417091995051e-09,14.05693627557682,-0.03907457275985138,0.1002107457766197,0.005983554679185765,1.0780970414461066,2.5917647459294813e-06,-7.058886808408715e-10,3.0179004092190098e-05,19.639800202715847
0.0020408163265306124,5.36420489632701,-0.8542465794480165,-0.07633284740615665,-5.460226297770987e-07,1.7910374294771714e-09,14.056925927074083,-0.0390796323607745,0.09789713630152264,0.0059805305251501295,1.0780970523959361,7.193313210862584e-06,-1.9607906409646603e-09,3.0224184087046524e-05,19.63348335471367
0.0028571428571428567,5.358206413528023,-0.8542406567922143,-0.0763289653176642,-1.0702002342100059e-06,2.9416740154886156e-09,14.05691040290676,-0.039087221734916966,0.09441505151165686,0.005975995597454542,1.078097068816252,1.4081156461287492e-05,-3.843117823976172e-09,3.029195363168924e-05,19.623991390523766
0.003673469387755101,5.498644492066433,-0.854232760005992,-0.07632378926107464,-1.7690974374318102e-06,4.4758408090928015e-09,14.056889701379026,-0.039097340848904594,0.08974869511067496,0.005969951454988909,1.0780970907072884,2.3237920448337945e-05,-6.352843584522816e-09,3.0382312189658478e-05,19.75974788986064
0.004489795918367349,5.488645981434729,-0.8542228891646175,-0.07631731928969643,-2.6427089672154125e-06,6.393525930903365e-09,14.056863820229978,-0.03910998965879031,0.08386372279617582,0.005962400175117288,1.0780971180686052,3.4640441922917375e-05,-9.489921737326767e-09,3.0495259000673514e-05,19.74384533448706
0.005306122448979593,5.476625729355646,-0.8542110443611932,-0.07630955547435292,-3.6910280805102502e-06,8.69471461495408e-09,14.056832756633579,-0.03912516810967759,0.07674912600310435,0.00595334435270356,1.0780971509001738,4.8259770293768156e-05,-1.3254306097110202e-08,3.0630793183661353e-05,19.724687534275787
0.006122448979591837,5.462571703935055,-0.8541972257097754,-0.0763004978975168,-4.9140467908159735e-06,1.1379387654386619e-08,14.05679650719896,-0.03914287613526568,0.06837821946593614,0.005942787098870639,1.078097189201678,6.406116991897193e-05,-1.764593804409742e-08,3.0788913644386184e-05,19.702235736928163
0.0069387755102040816,5.446469861278274,-0.8541814333419921,-0.07629014665004163,-6.31175565146691e-06,1.4447523954963515e-08,14.0567550679704,-0.039163113658162274,0.05871616484267328,0.005930732039531428,1.07809723297291,8.200412286640812e-05,-2.2664742971301166e-08,3.096961911097651e-05,19.676441019222693
0.007755102040816326,5.428304140256159,-0.8541636674077182,-0.07627850184471541,-7.884144082481725e-06,1.7899098092577503e-08,14.056708434427641,-0.03918588059064376,0.04772669288920284,0.0059171833136755225,1.0780972822133492,0.00010204233216626335,-2.8310642719020507e-08,3.1172908112608866e-05,19.6472510039416
0.008571428571428574,5.408056459490808,-0.8541439280775762,-0.07626556359970849,-9.631199958448633e-06,2.1734082533697574e-08,14.056656601486006,-0.0392111768335468,0.03536614805757843,0.00590214557139479,1.0780973369228821,0.0001241237254774319,-3.458354846941347e-08,3.139877903990396e-05,19.61460390147293
0.009387755102040818,5.38570671053094,-0.8541222155389363,-0.07625133205417711,-1.155290994958591e-05,2.5952446081056735e-08,14.056599563496656,-0.03923900227643884,0.02158813771378476,0.005885623971697562,1.0780973971010503,0.000148190459240638,-4.148335719378338e-08,3.164723004900338e-05,19.578433152193007
0.010204081632653062,5.361232756321215,-0.8540985299992201,-0.07623580735426572,-1.3649259358317067e-05,3.0554154872852735e-08,14.056537314246874,-0.0392693567983855,0.006404080355912001,0.005867624180064368,1.0780974627472766,0.00017417892327920015,-4.900996053436302e-08,3.191825917525648e-05,19.538727973166758
0.011020408163265306,5.334610420560239,-0.8540728716840391,-0.07621898966324281,-1.5920232126376277e-05,3.553917238274806e-08,14.056469846960232,-0.039302240267112154,-0.010231224795074212,0.005848152365765635,1.0780975338612393,0.00020201974586697702,-5.7163237698887315e-08,3.221186420532263e-05,19.495418917091886
0.01183673469387755,5.3058134861173585,-0.8540452408380617,-0.07620087915775642,-1.8365810888099077e-05,4.09074569773793e-08,14.05639715429704,-0.039337652539551016,-0.028567085591481245,0.005827215198955571,1.0780976104423985,0.0002316377992581664,-6.594305723695015e-08,3.252804279796351e-05,19.448230382924475
0.012653061224489798,5.274813685427716,-0.8540156377255954,-0.07618147602839187,-2.0985976913578952e-05,4.6658967023383013e-08,14.056319228354567,-0.03937559346107378,-0.04890334811281427,0.005804819847504028,1.0780976924900685,0.000262952205664746,-7.534928059271806e-08,3.28667924023307e-05,19.396834175122823
0.01346938775510204,5.241580693534615,-0.8539840626277169,-0.07616078047881203,-2.3780710176168895e-05,5.279365467014685e-08,14.056236060667437,-0.03941606286684163,-0.07098854019207934,0.005780973973648074,1.0780977800037697,0.000295876343686885,-8.538175677585969e-08,3.3228110289940105e-05,19.341451353169724
0.014285714285714287,5.206082120975225,-0.8539505158460159,-0.07613879272375712,-2.674998931695427e-05,5.9311471956036144e-08,14.056147642208012,-0.03945906058018522,-0.09485561082506244,0.005755685730350457,1.0780978729828163,0.00033031785522119606,-9.604032591425948e-08,3.361199356533007e-05,19.282016485052004
0.015102040816326535,5.168283504830015,-0.8539149976997464,-0.0761155129941784,-2.9893791580803963e-05,6.621236470216729e-08,14.056053963386745,-0.039504586414416565,-0.12062503489726772,0.005728963757478667,1.0780979714265193,0.0003661786528112998,-1.0732481570130403e-07,3.401843913763969e-05,19.218374533583063
0.015918367346938776,5.128148299817212,-0.8538775085289387,-0.07609094153526641,-3.32120929229518e-05,7.349627850761209e-08,14.055955014052632,-0.03955264017101001,-0.14838577652487572,0.005700817177742401,1.0780980753341858,0.0004033549274407022,-1.1923504672495255e-07,3.4447443749030526e-05,19.150399884161178
0.016734693877551023,5.085637868555068,-0.8538380486894823,-0.07606507860240797,-3.6704867987680245e-05,8.116315430850563e-08,14.055850783493778,-0.03960322164049046,-0.17803029010595317,0.005671255592394786,1.078098184705084,0.000441737156812394,-1.3177082891502323e-07,3.4899003917843174e-05,19.07816133399306
0.017551020408163264,5.0407114725974225,-0.8537966185578085,-0.07603792447080693,-4.037209005502973e-05,8.921292982133622e-08,14.05574126043762,-0.03965633060309415,-0.20979292695209928,0.0056402890767364156,1.078098299538457,0.0004812101140601044,-1.4493196331955005e-07,3.537311604873139e-05,19.00138367648745
0.018367346938775512,4.993326259881542,-0.8537532185287375,-0.07600947941769576,-4.421373105856219e-05,9.764554054214614e-08,14.055626433051685,-0.039711966826651235,-0.24382559951419225,0.0056079281753973476,1.0780984198332852,0.0005216528769089734,-1.5871823855206912e-07,3.586977632252797e-05,18.919872024504105
0.019183673469387753,4.944121245014458,-0.8537078490160184,-0.0759797437474532,-4.822976165996806e-05,1.0646091930244239e-07,14.055506288943999,-0.03977013006974772,-0.2802037459253768,0.005574183897390839,1.0780985455887766,0.0005629388373069588,-1.7312943256797553e-07,3.6388980735324594e-05,18.834189826073896
0.02,4.891681467332091,-0.8536605104511565,-0.07594871776557355,-5.242015111051046e-05,1.1565899282750536e-07,14.055380815163641,-0.03983082007869143,-0.31908058605666767,0.005539067710969903,1.0780986768040908,0.000604935711496779,-1.8816531621723698e-07,3.693072510912998e-05,18.742768766437873
