C,fast_likelihood_quarks.yaml,fast_likelihood_leptons.yaml,likelihood_ewpt.yaml,likelihood_eeww.yaml,likelihood_lept.yaml,likelihood_rd_rds.yaml,likelihood_lfu_fccc.yaml,likelihood_lfu_fcnc.yaml,likelihood_bcpv.yaml,likelihood_bqnunu.yaml,likelihood_lfv.yaml,likelihood_zlfv.yaml,likelihood_higgs.yaml,global
-0.17755102040816326,4.8380510311176295,-1.4549255724143393,-0.13743393239755264,0.0,9.562719505140649e-10,8.743311282177492,-0.0677887121724936,0.23797112547571508,0.01108662903466584,1.708213197570677,0.0,0.0,4.8657746248181866e-05,13.878533707094315
-0.17142857142857143,5.027488517127722,-1.3981002582572657,-0.13145081545177106,0.0,9.232969944150682e-10,9.71400644778963,-0.06502621722132318,0.2242205820640013,0.010575260830475663,1.6544147652497383,0.0,0.0,4.698104536515757e-05,15.03617526409987
-0.16530612244897958,5.1861254858590655,-1.3417499542138245,-0.1255565113757342,0.0,8.903221493383739e-10,10.583784579168581,-0.062296335191454943,0.21080501632469506,0.01007872139926036,1.5997989575385247,0.0,0.0,4.5304262172862764e-05,16.06103526466161
-0.15918367346938775,5.31491900888841,-1.2858747090405487,-0.11975102521563485,0.0,8.573471932393772e-10,11.35379143900356,-0.0595988084222725,0.19806319237085646,0.00958863225333939,1.544420058686999,0.0,0.0,4.362739665353388e-05,16.95560141677871
-0.15306122448979592,5.414785062526107,-1.230474570602908,-0.1140343620158113,0.0,8.243722371403805e-10,12.025168021009243,-0.05693338027561623,0.184517643317875,0.009107755446252419,1.4883285759391534,0.0,0.0,4.195044882493448e-05,17.72050669661749
-0.14693877551020407,5.486596901192115,-1.1755495858531049,-0.10840652682055563,0.0,7.913971700190814e-10,12.599051466094302,-0.05429979513689176,0.1710076659086468,0.008636068296313582,1.4315763386749278,0.0,0.0,4.027341866930101e-05,18.35865280656582
-0.14081632653061224,5.531187022995027,-1.1210998008089632,-0.10286752467549931,0.0,7.584224359646896e-10,13.076574418779847,-0.05169779841267541,0.158293794983436,0.008173548220987925,1.374216894352985,0.0,0.0,3.859630620794974e-05,18.872819152499776
-0.1346938775510204,5.550641713932009,-1.067125260537125,-0.0974173606258617,0.0,7.254474798656929e-10,13.45886332537207,-0.04912713653299505,0.14601035730394685,0.007720172578355999,1.3163021678109672,0.0,0.0,3.69191114231171e-05,19.26590489913824
-0.12857142857142856,5.543127128288461,-1.0136260091284868,-0.09205603971564713,0.0,6.924725237666962e-10,13.747041782368509,-0.04658755695019323,0.13416542223388817,0.007275918528666381,1.257881273944621,0.0,0.0,3.5241834318355814e-05,19.53725716209661
-0.12244897959183673,5.510647567819888,-0.9606020896785452,-0.08678356699017442,0.0,6.594975676676995e-10,13.942228422207673,-0.044078808139204284,0.1232620714346595,0.0068407629143480975,1.1990033100897897,0.0,0.0,3.3564474904324015e-05,19.690551234792835
-0.1163265306122449,5.453888059166957,-0.9080535442685402,-0.08159994749478727,0.0,6.265226115687028e-10,14.04553574660133,-0.04160063959729854,0.1123234961438282,0.0064146821569677215,1.1397259111829428,0.0,0.0,3.188703317391628e-05,19.726665651551098
-0.11020408163265305,5.373482495773715,-0.8559804139401876,-0.07650518627352909,0.0,5.93547877514311e-10,14.05807458226188,-0.03915280184451575,0.10185044870658011,0.005997652169722478,1.0800913477352836,0.0,0.0,3.0209509116474464e-05,19.647888334691608
-0.10408163265306122,5.419892562202449,-0.8043827386742777,-0.07149928837058539,0.0,5.605729214153143e-10,13.980949485594099,-0.03673504642326719,0.09185031598231141,0.005589648284143323,1.0201518678739934,0.0,0.0,2.853190274976214e-05,19.605845338932184
-0.0979591836734694,5.2094938634954815,-0.7532605573710924,-0.0665822588317937,0.0,5.275980763386201e-10,13.81525943600394,-0.03434712589874067,0.08233261826989136,0.005190645189776966,0.9599556248766881,0.0,0.0,2.685421407022659e-05,19.21806910047582
-0.09183673469387754,5.060395703027098,-0.7026139078249329,-0.061754102701410574,0.0,4.946230092173209e-10,13.562102164374167,-0.031988793858523934,0.07329606255506604,0.004800616885699327,0.8995500803740164,0.0,0.0,2.517644306365696e-05,18.803812999768866
-0.08571428571428572,4.888630615637112,-0.6524428266986391,-0.05701482502386668,0.0,4.616481641406267e-10,13.222566440636093,-0.029659804912569143,0.06476321464258206,0.004419536642878974,0.83898844369382,0.0,0.0,2.349858974426411e-05,18.280274293668807
-0.07959183673469389,4.6971744909603785,-0.6027473495023941,-0.052364430843994114,0.0,4.2867331906393247e-10,12.797741632823325,-0.027359914693960263,0.056731810331802635,0.0040473769763389456,0.7783124363044625,0.0,0.0,2.1820654115600746e-05,17.651557873438744
-0.07346938775510203,4.494871644266141,-0.5535275105693671,-0.047802925205818525,0.0,3.9569836296493577e-10,12.288707841627254,-0.025088879857754876,0.04920753449622062,0.003684109626368226,0.7175720402256154,0.0,0.0,2.0142636152797877e-05,16.927643997640512
-0.0673469387755102,4.2629209590486425,-0.5047833430270146,-0.04333031315439584,0.0,3.6272351788824153e-10,11.696544621763946,-0.02284645808202157,0.042194207725785304,0.003329705547874262,0.6568100649587336,0.0,0.0,1.846453589138264e-05,16.090857909680164
-0.06122448979591838,4.01122040109135,-0.4565148787734472,-0.0389465997339542,0.0,3.2974856178924483e-10,11.022324277521735,-0.020632408066930452,0.03569870164647071,0.002984134907218383,0.5960800182005546,0.0,0.0,1.6786353299380607e-05,15.152230433476044
-0.055102040816326525,3.7401110953014722,-0.4087221484502024,-0.03465178998902374,0.0,2.967737167125506e-10,10.267116672394025,-0.01844648953562711,0.029724393650045755,0.002647367085859109,0.5354211973312459,0.0,0.0,1.5108088394555352e-05,14.113215406172962
-0.04897959183673467,3.4498032749881986,-0.36140518141522193,-0.030445888964031553,0.0,2.637987606135539e-10,9.431984842636886,-0.01628846323390576,0.024276156959198048,0.0023193706901674105,0.47487851781886015,0.0,0.0,1.3429741176906873e-05,12.975136059485129
-0.04285714285714287,3.242094701373844,-0.3145640057144732,-0.026328901703646324,0.0,2.3082402655916212e-10,8.51799142175787,-0.01415809092929976,0.01935744202393508,0.0020001135668916703,0.41449962506265337,0.0,0.0,1.1751311639329742e-05,11.840904056980238
-0.03673469387755102,2.904907486164575,-0.2681986480533425,-0.02230083325191856,0.0,1.9784907046016542e-10,7.526189432397995,-0.012055135413369555,0.014971941477167405,0.0016895628237589833,0.35432549210565867,0.0,0.0,1.007279978182396e-05,10.499539371248154
-0.030612244897959162,2.5663200066287573,-0.22230913376870376,-0.018361688652696273,0.0,1.6487433640577365e-10,6.457632405071973,-0.009979360498853396,0.011122754052708572,0.0013820574936955765,0.29439780631142654,0.0,0.0,8.39420560794224e-06,9.080213241008789
-0.024489795918367363,2.2026457927270258,-0.17689548679568645,-0.0145114729509217,0.0,1.3189938030677695e-10,5.313366380475589,-0.007930531022175558,0.007812963051410549,0.0010885076335709343,0.23477046486057418,0.0,0.0,6.7155291247900095e-06,7.560353333640411
-0.01836734693877551,1.8209880379577044,-0.13195772963983643,-0.010750191190215475,0.0,9.892453523008271e-11,4.094433775119107,-0.005908412841357347,0.0050438024327270625,0.0008035626786524475,0.17547193455351717,0.0,0.0,5.0367703146037e-06,5.948129815939538
-0.012244897959183654,0.8983915617984621,-0.0874958833442463,-0.007077848416020771,0.0,6.594969015338847e-11,2.801873944908479,-0.003912772837928458,0.00281721547866276,0.0005271871884984236,0.1165532072811537,0.0,0.0,3.3579291951468804e-06,3.7216799700522056
-0.006122448979591855,0.42339776867447654,-0.04350996745748148,-0.0034944496710451745,0.0,3.297484507669424e-11,1.4367191799931298,-0.0019433789151008796,0.001136505120536313,0.00025934514591963165,0.05804657581426298,0.0,0.0,1.6790057522086954e-06,1.870613257743425
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
